file,category
spectrograms/classical/classical_95_1.pt,7
spectrograms/country/country_35_3.pt,4
spectrograms/blues/blues_0_6.pt,2
spectrograms/rock/rock_59_1.pt,6
spectrograms/country/country_77_1.pt,4
spectrograms/classical/classical_27_9.pt,7
spectrograms/classical/classical_14_4.pt,7
spectrograms/rock/rock_62_1.pt,6
spectrograms/country/country_68_2.pt,4
spectrograms/rock/rock_27_0.pt,6
spectrograms/reggae/reggae_18_5.pt,9
spectrograms/metal/metal_29_5.pt,1
spectrograms/pop/pop_20_0.pt,8
spectrograms/country/country_23_4.pt,4
spectrograms/country/country_45_0.pt,4
spectrograms/rock/rock_63_1.pt,6
spectrograms/classical/classical_42_8.pt,7
spectrograms/rock/rock_20_5.pt,6
spectrograms/jazz/jazz_10_0.pt,3
spectrograms/rock/rock_47_0.pt,6
spectrograms/reggae/reggae_11_3.pt,9
spectrograms/pop/pop_93_4.pt,8
spectrograms/country/country_34_1.pt,4
spectrograms/pop/pop_41_9.pt,8
spectrograms/rock/rock_12_7.pt,6
spectrograms/hiphop/hiphop_37_0.pt,5
spectrograms/pop/pop_39_7.pt,8
spectrograms/jazz/jazz_58_8.pt,3
spectrograms/blues/blues_38_5.pt,2
spectrograms/jazz/jazz_64_6.pt,3
spectrograms/metal/metal_2_5.pt,1
spectrograms/blues/blues_50_8.pt,2
spectrograms/country/country_13_0.pt,4
spectrograms/rock/rock_92_8.pt,6
spectrograms/disco/disco_12_8.pt,0
spectrograms/jazz/jazz_56_3.pt,3
spectrograms/metal/metal_47_5.pt,1
spectrograms/metal/metal_59_7.pt,1
spectrograms/metal/metal_99_0.pt,1
spectrograms/reggae/reggae_36_0.pt,9
spectrograms/rock/rock_46_5.pt,6
spectrograms/classical/classical_44_9.pt,7
spectrograms/country/country_52_4.pt,4
spectrograms/jazz/jazz_86_9.pt,3
spectrograms/jazz/jazz_75_1.pt,3
spectrograms/disco/disco_70_7.pt,0
spectrograms/metal/metal_63_4.pt,1
spectrograms/blues/blues_55_7.pt,2
spectrograms/metal/metal_68_8.pt,1
spectrograms/classical/classical_3_2.pt,7
spectrograms/reggae/reggae_83_2.pt,9
spectrograms/hiphop/hiphop_53_8.pt,5
spectrograms/metal/metal_78_0.pt,1
spectrograms/hiphop/hiphop_80_9.pt,5
spectrograms/hiphop/hiphop_85_0.pt,5
spectrograms/classical/classical_48_6.pt,7
spectrograms/rock/rock_7_2.pt,6
spectrograms/jazz/jazz_24_4.pt,3
spectrograms/jazz/jazz_6_7.pt,3
spectrograms/hiphop/hiphop_53_5.pt,5
spectrograms/rock/rock_21_6.pt,6
spectrograms/country/country_40_6.pt,4
spectrograms/hiphop/hiphop_3_3.pt,5
spectrograms/country/country_15_3.pt,4
spectrograms/country/country_84_0.pt,4
spectrograms/metal/metal_19_2.pt,1
spectrograms/blues/blues_85_7.pt,2
spectrograms/metal/metal_4_2.pt,1
spectrograms/pop/pop_29_4.pt,8
spectrograms/pop/pop_12_3.pt,8
spectrograms/pop/pop_83_5.pt,8
spectrograms/classical/classical_23_8.pt,7
spectrograms/reggae/reggae_92_1.pt,9
spectrograms/pop/pop_6_7.pt,8
spectrograms/pop/pop_23_2.pt,8
spectrograms/hiphop/hiphop_20_6.pt,5
spectrograms/blues/blues_72_1.pt,2
spectrograms/pop/pop_82_6.pt,8
spectrograms/reggae/reggae_8_2.pt,9
spectrograms/hiphop/hiphop_62_1.pt,5
spectrograms/pop/pop_36_3.pt,8
spectrograms/pop/pop_60_6.pt,8
spectrograms/reggae/reggae_93_2.pt,9
spectrograms/classical/classical_14_6.pt,7
spectrograms/reggae/reggae_67_8.pt,9
spectrograms/jazz/jazz_16_9.pt,3
spectrograms/blues/blues_55_8.pt,2
spectrograms/metal/metal_46_4.pt,1
spectrograms/jazz/jazz_42_6.pt,3
spectrograms/disco/disco_62_5.pt,0
spectrograms/blues/blues_43_4.pt,2
spectrograms/disco/disco_45_7.pt,0
spectrograms/disco/disco_43_1.pt,0
spectrograms/metal/metal_42_9.pt,1
spectrograms/jazz/jazz_55_7.pt,3
spectrograms/country/country_90_9.pt,4
spectrograms/reggae/reggae_52_4.pt,9
spectrograms/reggae/reggae_18_7.pt,9
spectrograms/reggae/reggae_59_9.pt,9
spectrograms/pop/pop_43_1.pt,8
spectrograms/disco/disco_31_7.pt,0
spectrograms/rock/rock_97_1.pt,6
spectrograms/blues/blues_2_9.pt,2
spectrograms/classical/classical_51_9.pt,7
spectrograms/country/country_52_5.pt,4
spectrograms/pop/pop_67_9.pt,8
spectrograms/disco/disco_23_2.pt,0
spectrograms/blues/blues_85_1.pt,2
spectrograms/jazz/jazz_99_2.pt,3
spectrograms/disco/disco_25_7.pt,0
spectrograms/classical/classical_33_5.pt,7
spectrograms/blues/blues_12_5.pt,2
spectrograms/reggae/reggae_92_3.pt,9
spectrograms/blues/blues_0_9.pt,2
spectrograms/hiphop/hiphop_75_0.pt,5
spectrograms/pop/pop_79_6.pt,8
spectrograms/disco/disco_8_6.pt,0
spectrograms/hiphop/hiphop_51_3.pt,5
spectrograms/pop/pop_95_5.pt,8
spectrograms/blues/blues_56_8.pt,2
spectrograms/blues/blues_45_2.pt,2
spectrograms/reggae/reggae_58_1.pt,9
spectrograms/disco/disco_4_2.pt,0
spectrograms/hiphop/hiphop_51_7.pt,5
spectrograms/disco/disco_61_7.pt,0
spectrograms/disco/disco_91_6.pt,0
spectrograms/metal/metal_15_3.pt,1
spectrograms/reggae/reggae_99_7.pt,9
spectrograms/metal/metal_14_0.pt,1
spectrograms/classical/classical_9_0.pt,7
spectrograms/reggae/reggae_23_0.pt,9
spectrograms/blues/blues_17_1.pt,2
spectrograms/classical/classical_69_6.pt,7
spectrograms/blues/blues_93_6.pt,2
spectrograms/classical/classical_76_3.pt,7
spectrograms/pop/pop_96_4.pt,8
spectrograms/reggae/reggae_44_7.pt,9
spectrograms/hiphop/hiphop_24_6.pt,5
spectrograms/classical/classical_40_3.pt,7
spectrograms/rock/rock_4_7.pt,6
spectrograms/pop/pop_10_9.pt,8
spectrograms/hiphop/hiphop_14_5.pt,5
spectrograms/metal/metal_17_6.pt,1
spectrograms/hiphop/hiphop_29_8.pt,5
spectrograms/metal/metal_38_7.pt,1
spectrograms/rock/rock_52_5.pt,6
spectrograms/hiphop/hiphop_52_3.pt,5
spectrograms/rock/rock_72_7.pt,6
spectrograms/blues/blues_52_4.pt,2
spectrograms/jazz/jazz_82_2.pt,3
spectrograms/pop/pop_3_0.pt,8
spectrograms/jazz/jazz_49_0.pt,3
spectrograms/metal/metal_6_1.pt,1
spectrograms/classical/classical_45_9.pt,7
spectrograms/blues/blues_17_5.pt,2
spectrograms/pop/pop_14_3.pt,8
spectrograms/disco/disco_44_4.pt,0
spectrograms/blues/blues_88_3.pt,2
spectrograms/country/country_14_1.pt,4
spectrograms/hiphop/hiphop_32_9.pt,5
spectrograms/rock/rock_49_3.pt,6
spectrograms/reggae/reggae_20_4.pt,9
spectrograms/hiphop/hiphop_69_0.pt,5
spectrograms/hiphop/hiphop_31_3.pt,5
spectrograms/jazz/jazz_90_8.pt,3
spectrograms/reggae/reggae_75_0.pt,9
spectrograms/metal/metal_34_9.pt,1
spectrograms/pop/pop_73_5.pt,8
spectrograms/disco/disco_7_3.pt,0
spectrograms/pop/pop_74_0.pt,8
spectrograms/pop/pop_71_2.pt,8
spectrograms/country/country_1_9.pt,4
spectrograms/disco/disco_1_1.pt,0
spectrograms/blues/blues_14_6.pt,2
spectrograms/blues/blues_64_2.pt,2
spectrograms/reggae/reggae_8_9.pt,9
spectrograms/pop/pop_42_1.pt,8
spectrograms/metal/metal_27_0.pt,1
spectrograms/jazz/jazz_31_0.pt,3
spectrograms/hiphop/hiphop_49_0.pt,5
spectrograms/metal/metal_3_4.pt,1
spectrograms/blues/blues_47_9.pt,2
spectrograms/pop/pop_78_7.pt,8
spectrograms/hiphop/hiphop_52_0.pt,5
spectrograms/country/country_18_2.pt,4
spectrograms/country/country_37_2.pt,4
spectrograms/hiphop/hiphop_6_8.pt,5
spectrograms/disco/disco_79_1.pt,0
spectrograms/rock/rock_69_7.pt,6
spectrograms/pop/pop_0_7.pt,8
spectrograms/pop/pop_71_8.pt,8
spectrograms/pop/pop_22_3.pt,8
spectrograms/jazz/jazz_36_8.pt,3
spectrograms/classical/classical_41_2.pt,7
spectrograms/blues/blues_67_7.pt,2
spectrograms/rock/rock_50_3.pt,6
spectrograms/blues/blues_26_8.pt,2
spectrograms/country/country_36_9.pt,4
spectrograms/disco/disco_98_0.pt,0
spectrograms/hiphop/hiphop_90_9.pt,5
spectrograms/blues/blues_19_8.pt,2
spectrograms/jazz/jazz_83_0.pt,3
spectrograms/disco/disco_40_8.pt,0
spectrograms/blues/blues_58_2.pt,2
spectrograms/disco/disco_26_6.pt,0
spectrograms/pop/pop_77_9.pt,8
spectrograms/reggae/reggae_27_9.pt,9
spectrograms/hiphop/hiphop_6_1.pt,5
spectrograms/rock/rock_94_3.pt,6
spectrograms/disco/disco_35_0.pt,0
spectrograms/jazz/jazz_62_9.pt,3
spectrograms/blues/blues_84_6.pt,2
spectrograms/classical/classical_72_9.pt,7
spectrograms/hiphop/hiphop_46_2.pt,5
spectrograms/reggae/reggae_53_7.pt,9
spectrograms/classical/classical_89_7.pt,7
spectrograms/blues/blues_81_4.pt,2
spectrograms/metal/metal_18_4.pt,1
spectrograms/rock/rock_75_6.pt,6
spectrograms/reggae/reggae_80_7.pt,9
spectrograms/blues/blues_2_3.pt,2
spectrograms/disco/disco_9_7.pt,0
spectrograms/metal/metal_75_3.pt,1
spectrograms/hiphop/hiphop_38_8.pt,5
spectrograms/jazz/jazz_60_8.pt,3
spectrograms/classical/classical_7_1.pt,7
spectrograms/pop/pop_98_9.pt,8
spectrograms/reggae/reggae_46_1.pt,9
spectrograms/metal/metal_17_0.pt,1
spectrograms/disco/disco_96_4.pt,0
spectrograms/pop/pop_81_4.pt,8
spectrograms/reggae/reggae_70_4.pt,9
spectrograms/reggae/reggae_82_5.pt,9
spectrograms/rock/rock_5_1.pt,6
spectrograms/pop/pop_47_7.pt,8
spectrograms/classical/classical_98_4.pt,7
spectrograms/disco/disco_98_7.pt,0
spectrograms/blues/blues_37_6.pt,2
spectrograms/rock/rock_98_6.pt,6
spectrograms/classical/classical_2_6.pt,7
spectrograms/classical/classical_26_1.pt,7
spectrograms/hiphop/hiphop_6_3.pt,5
spectrograms/reggae/reggae_29_0.pt,9
spectrograms/classical/classical_39_0.pt,7
spectrograms/disco/disco_96_0.pt,0
spectrograms/pop/pop_74_3.pt,8
spectrograms/metal/metal_32_2.pt,1
spectrograms/metal/metal_53_2.pt,1
spectrograms/reggae/reggae_22_1.pt,9
spectrograms/metal/metal_54_7.pt,1
spectrograms/disco/disco_41_3.pt,0
spectrograms/metal/metal_5_6.pt,1
spectrograms/classical/classical_4_9.pt,7
spectrograms/jazz/jazz_92_8.pt,3
spectrograms/hiphop/hiphop_33_0.pt,5
spectrograms/metal/metal_97_2.pt,1
spectrograms/country/country_8_1.pt,4
spectrograms/jazz/jazz_9_2.pt,3
spectrograms/country/country_51_8.pt,4
spectrograms/metal/metal_55_9.pt,1
spectrograms/country/country_77_5.pt,4
spectrograms/blues/blues_55_3.pt,2
spectrograms/pop/pop_87_8.pt,8
spectrograms/disco/disco_90_0.pt,0
spectrograms/jazz/jazz_70_4.pt,3
spectrograms/pop/pop_22_1.pt,8
spectrograms/jazz/jazz_9_8.pt,3
spectrograms/blues/blues_51_3.pt,2
spectrograms/country/country_6_6.pt,4
spectrograms/classical/classical_68_9.pt,7
spectrograms/jazz/jazz_69_8.pt,3
spectrograms/jazz/jazz_79_4.pt,3
spectrograms/reggae/reggae_37_5.pt,9
spectrograms/hiphop/hiphop_48_3.pt,5
spectrograms/pop/pop_59_2.pt,8
spectrograms/rock/rock_83_2.pt,6
spectrograms/rock/rock_96_9.pt,6
spectrograms/country/country_33_6.pt,4
spectrograms/pop/pop_81_9.pt,8
spectrograms/pop/pop_55_6.pt,8
spectrograms/country/country_22_1.pt,4
spectrograms/hiphop/hiphop_81_8.pt,5
spectrograms/pop/pop_89_2.pt,8
spectrograms/rock/rock_51_5.pt,6
spectrograms/jazz/jazz_10_6.pt,3
spectrograms/rock/rock_61_6.pt,6
spectrograms/hiphop/hiphop_89_5.pt,5
spectrograms/blues/blues_36_3.pt,2
spectrograms/classical/classical_6_6.pt,7
spectrograms/pop/pop_86_6.pt,8
spectrograms/pop/pop_96_6.pt,8
spectrograms/country/country_43_4.pt,4
spectrograms/jazz/jazz_13_7.pt,3
spectrograms/classical/classical_65_9.pt,7
spectrograms/reggae/reggae_87_1.pt,9
spectrograms/blues/blues_65_0.pt,2
spectrograms/classical/classical_4_5.pt,7
spectrograms/disco/disco_33_3.pt,0
spectrograms/classical/classical_53_1.pt,7
spectrograms/blues/blues_60_0.pt,2
spectrograms/classical/classical_91_4.pt,7
spectrograms/disco/disco_51_8.pt,0
spectrograms/rock/rock_14_6.pt,6
spectrograms/reggae/reggae_91_2.pt,9
spectrograms/rock/rock_65_9.pt,6
spectrograms/rock/rock_75_8.pt,6
spectrograms/pop/pop_4_1.pt,8
spectrograms/country/country_25_9.pt,4
spectrograms/jazz/jazz_95_7.pt,3
spectrograms/blues/blues_19_3.pt,2
spectrograms/country/country_6_2.pt,4
spectrograms/blues/blues_47_0.pt,2
spectrograms/rock/rock_48_0.pt,6
spectrograms/pop/pop_23_1.pt,8
spectrograms/metal/metal_1_6.pt,1
spectrograms/disco/disco_8_1.pt,0
spectrograms/reggae/reggae_78_6.pt,9
spectrograms/classical/classical_38_4.pt,7
spectrograms/reggae/reggae_46_4.pt,9
spectrograms/jazz/jazz_33_5.pt,3
spectrograms/metal/metal_63_0.pt,1
spectrograms/hiphop/hiphop_10_7.pt,5
spectrograms/reggae/reggae_2_2.pt,9
spectrograms/jazz/jazz_70_7.pt,3
spectrograms/classical/classical_3_0.pt,7
spectrograms/hiphop/hiphop_81_7.pt,5
spectrograms/blues/blues_84_0.pt,2
spectrograms/pop/pop_78_2.pt,8
spectrograms/pop/pop_20_6.pt,8
spectrograms/pop/pop_41_1.pt,8
spectrograms/disco/disco_9_8.pt,0
spectrograms/reggae/reggae_11_7.pt,9
spectrograms/pop/pop_21_0.pt,8
spectrograms/classical/classical_95_0.pt,7
spectrograms/disco/disco_42_2.pt,0
spectrograms/metal/metal_45_5.pt,1
spectrograms/reggae/reggae_1_5.pt,9
spectrograms/reggae/reggae_1_7.pt,9
spectrograms/country/country_51_1.pt,4
spectrograms/blues/blues_82_8.pt,2
spectrograms/metal/metal_2_1.pt,1
spectrograms/metal/metal_52_0.pt,1
spectrograms/jazz/jazz_78_1.pt,3
spectrograms/classical/classical_88_9.pt,7
spectrograms/pop/pop_98_3.pt,8
spectrograms/rock/rock_71_8.pt,6
spectrograms/jazz/jazz_16_1.pt,3
spectrograms/hiphop/hiphop_68_4.pt,5
spectrograms/jazz/jazz_54_2.pt,3
spectrograms/reggae/reggae_61_1.pt,9
spectrograms/rock/rock_6_6.pt,6
spectrograms/disco/disco_48_3.pt,0
spectrograms/classical/classical_29_9.pt,7
spectrograms/country/country_24_2.pt,4
spectrograms/hiphop/hiphop_8_7.pt,5
spectrograms/reggae/reggae_45_5.pt,9
spectrograms/reggae/reggae_52_6.pt,9
spectrograms/hiphop/hiphop_45_0.pt,5
spectrograms/classical/classical_63_8.pt,7
spectrograms/rock/rock_49_5.pt,6
spectrograms/disco/disco_18_6.pt,0
spectrograms/pop/pop_26_8.pt,8
spectrograms/rock/rock_26_8.pt,6
spectrograms/reggae/reggae_9_5.pt,9
spectrograms/blues/blues_59_1.pt,2
spectrograms/blues/blues_9_8.pt,2
spectrograms/hiphop/hiphop_59_2.pt,5
spectrograms/pop/pop_73_7.pt,8
spectrograms/pop/pop_21_2.pt,8
spectrograms/rock/rock_30_2.pt,6
spectrograms/rock/rock_48_3.pt,6
spectrograms/hiphop/hiphop_66_7.pt,5
spectrograms/rock/rock_75_1.pt,6
spectrograms/hiphop/hiphop_5_6.pt,5
spectrograms/reggae/reggae_94_3.pt,9
spectrograms/pop/pop_35_6.pt,8
spectrograms/country/country_28_2.pt,4
spectrograms/classical/classical_11_6.pt,7
spectrograms/metal/metal_84_7.pt,1
spectrograms/classical/classical_59_6.pt,7
spectrograms/metal/metal_29_6.pt,1
spectrograms/hiphop/hiphop_84_9.pt,5
spectrograms/disco/disco_18_5.pt,0
spectrograms/disco/disco_50_8.pt,0
spectrograms/blues/blues_72_0.pt,2
spectrograms/rock/rock_17_4.pt,6
spectrograms/rock/rock_12_3.pt,6
spectrograms/hiphop/hiphop_15_8.pt,5
spectrograms/classical/classical_33_1.pt,7
spectrograms/metal/metal_50_6.pt,1
spectrograms/hiphop/hiphop_61_2.pt,5
spectrograms/classical/classical_59_8.pt,7
spectrograms/metal/metal_84_3.pt,1
spectrograms/rock/rock_37_2.pt,6
spectrograms/rock/rock_12_8.pt,6
spectrograms/metal/metal_46_0.pt,1
spectrograms/jazz/jazz_90_0.pt,3
spectrograms/jazz/jazz_23_8.pt,3
spectrograms/rock/rock_30_9.pt,6
spectrograms/rock/rock_88_6.pt,6
spectrograms/hiphop/hiphop_98_5.pt,5
spectrograms/country/country_95_1.pt,4
spectrograms/reggae/reggae_82_4.pt,9
spectrograms/pop/pop_96_5.pt,8
spectrograms/classical/classical_77_6.pt,7
spectrograms/hiphop/hiphop_42_5.pt,5
spectrograms/country/country_51_2.pt,4
spectrograms/classical/classical_69_3.pt,7
spectrograms/metal/metal_99_3.pt,1
spectrograms/disco/disco_10_7.pt,0
spectrograms/country/country_95_8.pt,4
spectrograms/jazz/jazz_75_3.pt,3
spectrograms/country/country_49_2.pt,4
spectrograms/pop/pop_2_7.pt,8
spectrograms/blues/blues_8_3.pt,2
spectrograms/pop/pop_69_6.pt,8
spectrograms/classical/classical_86_9.pt,7
spectrograms/classical/classical_41_1.pt,7
spectrograms/blues/blues_10_1.pt,2
spectrograms/pop/pop_47_9.pt,8
spectrograms/classical/classical_69_7.pt,7
spectrograms/jazz/jazz_39_2.pt,3
spectrograms/reggae/reggae_29_8.pt,9
spectrograms/rock/rock_64_5.pt,6
spectrograms/disco/disco_92_1.pt,0
spectrograms/reggae/reggae_99_3.pt,9
spectrograms/rock/rock_96_6.pt,6
spectrograms/classical/classical_83_5.pt,7
spectrograms/blues/blues_33_8.pt,2
spectrograms/rock/rock_84_4.pt,6
spectrograms/hiphop/hiphop_44_9.pt,5
spectrograms/hiphop/hiphop_30_4.pt,5
spectrograms/disco/disco_81_3.pt,0
spectrograms/rock/rock_12_9.pt,6
spectrograms/blues/blues_70_2.pt,2
spectrograms/reggae/reggae_40_1.pt,9
spectrograms/hiphop/hiphop_4_7.pt,5
spectrograms/jazz/jazz_5_5.pt,3
spectrograms/classical/classical_23_6.pt,7
spectrograms/reggae/reggae_58_9.pt,9
spectrograms/pop/pop_41_8.pt,8
spectrograms/blues/blues_76_8.pt,2
spectrograms/disco/disco_85_5.pt,0
spectrograms/classical/classical_22_2.pt,7
spectrograms/rock/rock_10_7.pt,6
spectrograms/reggae/reggae_99_6.pt,9
spectrograms/blues/blues_95_0.pt,2
spectrograms/country/country_99_5.pt,4
spectrograms/disco/disco_24_2.pt,0
spectrograms/jazz/jazz_17_8.pt,3
spectrograms/blues/blues_29_7.pt,2
spectrograms/reggae/reggae_34_5.pt,9
spectrograms/metal/metal_70_5.pt,1
spectrograms/pop/pop_26_4.pt,8
spectrograms/disco/disco_50_5.pt,0
spectrograms/blues/blues_92_1.pt,2
spectrograms/jazz/jazz_51_7.pt,3
spectrograms/blues/blues_77_9.pt,2
spectrograms/jazz/jazz_97_0.pt,3
spectrograms/classical/classical_72_1.pt,7
spectrograms/hiphop/hiphop_25_0.pt,5
spectrograms/blues/blues_86_9.pt,2
spectrograms/hiphop/hiphop_46_6.pt,5
spectrograms/country/country_12_2.pt,4
spectrograms/hiphop/hiphop_85_8.pt,5
spectrograms/country/country_64_9.pt,4
spectrograms/reggae/reggae_89_2.pt,9
spectrograms/disco/disco_20_0.pt,0
spectrograms/metal/metal_96_7.pt,1
spectrograms/blues/blues_2_6.pt,2
spectrograms/country/country_63_9.pt,4
spectrograms/classical/classical_79_5.pt,7
spectrograms/reggae/reggae_1_4.pt,9
spectrograms/hiphop/hiphop_55_8.pt,5
spectrograms/reggae/reggae_6_5.pt,9
spectrograms/disco/disco_86_6.pt,0
spectrograms/blues/blues_3_6.pt,2
spectrograms/rock/rock_55_5.pt,6
spectrograms/rock/rock_58_5.pt,6
spectrograms/rock/rock_92_4.pt,6
spectrograms/pop/pop_41_4.pt,8
spectrograms/country/country_3_4.pt,4
spectrograms/blues/blues_74_7.pt,2
spectrograms/pop/pop_73_9.pt,8
spectrograms/disco/disco_6_9.pt,0
spectrograms/country/country_18_4.pt,4
spectrograms/jazz/jazz_41_9.pt,3
spectrograms/pop/pop_99_2.pt,8
spectrograms/hiphop/hiphop_22_0.pt,5
spectrograms/pop/pop_43_4.pt,8
spectrograms/hiphop/hiphop_23_3.pt,5
spectrograms/rock/rock_69_6.pt,6
spectrograms/metal/metal_11_6.pt,1
spectrograms/classical/classical_51_4.pt,7
spectrograms/metal/metal_41_4.pt,1
spectrograms/metal/metal_10_8.pt,1
spectrograms/classical/classical_76_9.pt,7
spectrograms/hiphop/hiphop_11_9.pt,5
spectrograms/metal/metal_96_0.pt,1
spectrograms/country/country_23_9.pt,4
spectrograms/disco/disco_21_1.pt,0
spectrograms/classical/classical_89_4.pt,7
spectrograms/disco/disco_40_5.pt,0
spectrograms/blues/blues_24_5.pt,2
spectrograms/disco/disco_11_3.pt,0
spectrograms/rock/rock_31_4.pt,6
spectrograms/country/country_39_3.pt,4
spectrograms/hiphop/hiphop_7_7.pt,5
spectrograms/blues/blues_21_5.pt,2
spectrograms/classical/classical_9_5.pt,7
spectrograms/jazz/jazz_99_6.pt,3
spectrograms/blues/blues_66_3.pt,2
spectrograms/disco/disco_45_4.pt,0
spectrograms/country/country_81_3.pt,4
spectrograms/disco/disco_39_7.pt,0
spectrograms/blues/blues_9_4.pt,2
spectrograms/jazz/jazz_72_2.pt,3
spectrograms/reggae/reggae_67_5.pt,9
spectrograms/rock/rock_56_5.pt,6
spectrograms/pop/pop_91_6.pt,8
spectrograms/pop/pop_55_4.pt,8
spectrograms/metal/metal_43_0.pt,1
spectrograms/classical/classical_39_4.pt,7
spectrograms/metal/metal_76_5.pt,1
spectrograms/reggae/reggae_5_7.pt,9
